hole_id;samp_id;depth_from;depth_to;;gravel;z_1000;z_125;z_180;z_250;z_355;z_500;z_0;z_63;z_710;z_90;afa;ags;al_wa;ca_wa;fe_wa;k_wa;mg_wa;na_wa;si_wa;ti_wa;clay;samp_id_clay;spec_surf;FinMod;code_geol
BRG_05_09;PR-008052-64;29;29.64;0;;;;;;;;;;;;;;;;;;;;;;;;;;bc
BRG_05_09;PR-008052-64;29.64;30;0;;;;;;;;;;;;;;;;;;;;;;;;;;iz
BRG_05_09;PR-008052-65;30;31;0;;0.3;9;58.9;27;2.9;0.3;0;0.1;0.1;1.2;57;242;;;;;;;;;;;;;iz
BRG_05_09;PR-008052-66;31;32;0;;0.5;10.5;66.7;19;1.5;0.1;0.1;0.2;0;1.4;60;232;;;;;;;;;;;;;iz
BRG_05_09;PR-008052-67;32;33;0;;0.1;24.2;62.1;11.8;0.5;0;0;0.1;0;1.2;64;211;;;;;;;;;;;;;iz
BRG_05_09;PR-008052-68;33;34;0;;0;27.2;57.8;13.2;0.7;0;0;0.1;0;0.9;64;210;;;;;;;;;;;;;iz
BRG_05_09;PR-008052-69;34;35;0;;0;9.3;77.8;11.9;0.2;0;0;0.1;0;0.5;60;219;;;;;;;;;;;;;iz
BRG_05_09;PR-008052-70;35;36;0;;0;7.1;82;10.3;0.1;0;0;0;0;0.4;60;219;;;;;;;;;;;;;iz
BRG_05_09;PR-008052-71;36;37;0;;0;26.4;63.3;9.9;0.1;0;0;0;0;0.2;64;207;;;;;;;;;;;;;iz
BRG_05_09;PR-008052-72;37;38;0;;0;14.3;70.4;15;0.1;0;0;0;0;0.2;61;219;;;;;;;;;;;;;iz
BRG_05_09;PR-008052-73;38;39;0;;0;9.4;67.6;22.6;0.3;0;0;0;0;0.1;59;229;;;;;;;;;;;;;iz
BRG_05_09;PR-008052-74;39;39.01;0;;0;15.1;63.2;21.1;0.4;0;0;0;0;0.1;60;225;;;;;;;;;;;;;iz
BRG_05_09;PR-008052-74;39.01;40;0;;0;15.1;63.2;21.1;0.4;0;0;0;0;0.1;60;225;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-75;40;41;0;;0;3.7;73.6;21.5;0.8;0;0;0;0;0.2;57;233;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-76;41;42;0;;0;8.1;66.1;24.6;1;0;0;0;0;0.1;58;233;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-77;42;43;0;;0.1;16;61.3;21.4;0.9;0;0;0;0;0.1;60;226;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-78;43;44;0;;0;3.5;75.8;19.6;0.9;0.1;0;0;0;0.1;58;232;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-79;44;45;0;;0.1;16.3;61.9;20.1;1.1;0.2;0;0;0;0.3;60;226;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-80;45;46;0;;0.1;5.4;79;14.2;0.8;0.1;0;0;0;0.3;59;227;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-81;46;47;0;;0.1;6.9;46.3;40.3;5.6;0.3;0;0;0.1;0.3;54;260;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-82;47;48;0;;0.1;1.3;46.9;47.7;3.6;0.1;0;0;0;0.2;52;265;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-83;48;49;0;;0.1;2.5;34.3;59.9;2.8;0.1;0;0;0;0.2;51;273;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-84;49;50;0;;0.1;6.9;43.5;46.5;2.6;0.1;0;0;0;0.2;54;258;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-85;50;51;0;;0;7.2;49.2;40.5;2.4;0.1;0;0.1;0.1;0.3;55;251;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-86;51;52;0;;;;;;;;;;;;;;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-87;52;53;0;;0.1;2.6;57.7;37.4;1.6;0;0;0;0.1;0.4;55;250;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-88;53;54;0;;0.1;7.2;49.8;40.4;1.6;0.1;0.1;0.1;0.1;0.4;55;250;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-89;54;55;0;;0.1;12.3;42.6;41.5;2.8;0.1;0;0.1;0.1;0.5;56;251;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-90;55;56;0;;0;8.7;53.8;34.1;2.6;0;0;0;0;0.6;56;244;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-91;56;57;0;;0;20.9;50.2;26.4;1.4;0;0;0.1;0;1;61;227;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-92;57;58;0;;0;18.8;47.9;30.6;1.7;0;0;0.1;0;0.9;60;233;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-93;58;59;0;;0.1;29.9;40.1;24.4;2.8;0.3;0.1;0.1;0.1;2.1;63;224;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-94;59;60;0;;0.1;9.8;53.9;30.7;3.9;0.2;0;0.1;0;1.3;57;244;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-95;60;61;0;;0.2;14.8;58.4;21.5;2.3;0.2;0.1;0.2;0;2.4;61;229;;;;;;;;;;;;;gz
BRG_05_09;PR-008052-96;61;62;0;;0.1;31.7;44.7;19.9;1.4;0.1;0;0.2;0;1.9;65;215;;;;;;;;;;;;;gz
BRG_05_10;;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-58;2;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-59;3;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-60;4;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-61;5;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-62;6;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-63;7;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-64;8;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-65;9;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-66;10;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-67;11;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-68;12;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-69;13;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-70;14;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-71;15;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-72;16;17;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-73;17;18;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-74;18;19;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-75;19;19.69;0;;3.2;12.3;32.9;30;11;3;0;1.1;0.3;6.2;57;294;;;;;;;;;;;;;ovb
BRG_05_10;PR-007953-75;19.69;20;0;;3.2;12.3;32.9;30;11;3;0;1.1;0.3;6.2;57;294;;;;;;;;;;;;;tz
BRG_05_10;PR-007953-76;20;21;0;;0;11.8;35;35.4;10.6;2.6;0;0.9;0.2;3.5;56;267;;;;;;;;;;;;;tz
BRG_05_10;PR-007953-77;21;22;0;;0;12.6;41.2;34.9;8.5;1.5;0;0.2;0.1;0.9;55;261;;;;;;;;;;;;;tz
BRG_05_10;PR-007953-78;22;23;0;;0;15.3;48.9;30.5;3.5;0.4;0;0.1;0;1.1;58;239;;;;;;;;;;;;;tz
BRG_05_10;PR-007953-79;23;24;0;;0.1;8.4;61.5;26.4;1.4;0.2;0;0.1;0.1;1.8;58;236;;;;;;;;;;;;;tz
BRG_05_10;PR-007953-80;24;25;0;;8.3;6.6;61.5;19.5;1.5;0.7;0.2;0.2;0.4;1;55;316;;;;;;;;;;;;;tz
BRG_05_10;PR-007953-81;25;26;0;;1.4;4.3;64.8;27.1;1.5;0.2;0;0.1;0.1;0.4;56;254;;;;;;;;;;;;;tz
BRG_05_10;PR-007953-82;26;27;0;;1.1;4.6;69.7;22.9;1.2;0.1;0;0;0;0.3;57;245;;;;;;;;;;;;;tz
BRG_05_10;PR-007953-83;27;28;0;;2.8;3.9;66;24;2.2;0.5;0;0;0.2;0.3;55;268;;;;;;;;;;;;;tz
BRG_05_10;PR-007953-84;28;29;0;;0.7;7.1;65;21.8;2.3;0.3;0;0.2;0;2.6;59;240;;;;;;;;;;;;;tz
BRG_05_10;PR-007953-85;29;29.12;0;;0.6;8.5;66;20.8;1;0.1;0;0.2;0.1;2.7;60;234;;;;;;;;;;;;;tz
BRG_05_10;PR-007953-85;29.12;29.45;0;;0.6;8.5;66;20.8;1;0.1;0;0.2;0.1;2.7;60;234;;;;;;;;;;;;;bc
BRG_05_10;PR-007953-85;29.45;30;0;;0.6;8.5;66;20.8;1;0.1;0;0.2;0.1;2.7;60;234;;;;;;;;;;;;;iz
BRG_05_10;PR-007953-86;30;31;0;;0;19.2;55.8;22.6;0.6;0;0.1;0.3;0;1.5;62;222;;;;;;;;;;;;;iz
BRG_05_10;PR-007953-87;31;32;0;;0;17.1;59.2;22.7;0.3;0;0;0.1;0;0.6;61;224;;;;;;;;;;;;;iz
BRG_05_10;PR-007953-88;32;33;0;;0;14.8;56.4;27.8;0.4;0;0;0.1;0;0.4;59;230;;;;;;;;;;;;;iz
BRG_05_10;PR-007953-89;33;34;0;;0;15.7;59.3;23.9;0.3;0;0.1;0.1;0;0.4;60;226;;;;;;;;;;;;;iz
BRG_05_10;PR-007953-90;34;35;0;;0;15.6;60.3;23.6;0.3;0;0;0;0;0.2;60;226;;;;;;;;;;;;;iz
BRG_05_10;PR-007953-91;35;36;0;;0;4.4;72.3;22.8;0.2;0;0;0;0;0.2;58;232;;;;;;;;;;;;;iz
BRG_05_10;PR-007953-92;36;37;0;;0;4.5;70.1;24.9;0.2;0;0;0;0;0.2;57;234;;;;;;;;;;;;;iz
BRG_05_10;PR-007953-93;37;38;0;;0;12.3;59;28.1;0.4;0;0;0;0;0;58;232;;;;;;;;;;;;;iz
BRG_05_10;PR-007953-94;38;39;0;;0;11.5;59.4;28.4;0.4;0;0;0;0;0.1;58;233;;;;;;;;;;;;;iz
BRG_05_10;PR-007953-95;39;40;0;;0;10.1;59.4;30.1;0.3;0;0;0;0;0.1;58;236;;;;;;;;;;;;;iz
BRG_05_10;PR-007953-96;40;41;0;;0;10.2;56.7;32.3;0.5;0;0;0.1;0;0.1;57;237;;;;;;;;;;;;;iz
BRG_05_10;PR-007953-97;41;41.69;0;;0;1.8;59.7;37.4;0.8;0;0;0;0;0.1;55;248;;;;;;;;;;;;;iz
BRG_05_10;PR-007953-97;41.69;42;0;;0;1.8;59.7;37.4;0.8;0;0;0;0;0.1;55;248;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-98;42;43;0;;0;2.4;64.8;31.3;1.1;0.1;0;0;0.1;0.2;56;244;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-99;43;44;0;;0.1;10.5;57.6;29.7;1.6;0.1;0;0.1;0;0.2;57;239;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-100;44;45;0;;0.1;14.5;55.6;27;2.2;0.2;0;0;0;0.3;58;235;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-101;45;46;0;;0;4.9;67.6;23.8;2.7;0.5;0;0;0.1;0.3;57;241;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-102;46;47;0;;0;9.9;47.7;36.3;5;0.4;0.1;0.1;0;0.4;56;252;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-103;47;48;0;;0;5.5;40.3;47.9;5.7;0.5;0;0;0;0.1;52;267;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-104;48;49;0;;0;1.7;51.6;42.2;3.8;0.2;0;0;0;0.4;53;259;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-105;49;50;0;;0;4.5;44;48.1;3;0;0;0.1;0;0.3;53;260;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-106;50;51;0;;0.1;4.6;39.4;50.2;5.1;0.2;0;0.1;0;0.2;52;268;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-107;51;52;0;;0;1.2;39.8;50.3;8.2;0.2;0;0;0.1;0.2;51;277;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-108;52;53;0;;0;5.7;40.6;47.5;5.7;0.1;0;0;0;0.3;53;265;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-109;53;54;0;;0;6.6;42;45.9;5;0.1;0;0;0;0.2;53;261;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-110;54;55;0;;0;8;46.4;40.2;4.5;0.2;0;0.1;0.1;0.5;55;255;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-111;55;56;0;;0.1;10;48.1;37.6;3.3;0.2;0;0;0.1;0.4;56;250;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-112;56;57;0;;0.3;10.9;50.1;34.7;3;0.2;0.1;0.1;0.1;0.6;57;249;;;;;;;;;;;;;gz
BRG_05_10;PR-007953-113;57;58;0;;0.4;19.7;42.1;30.5;5.9;0.1;0;0.1;0.1;1.1;59;246;;;;;;;;;;;;;gz
BRG_05_11;;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-116;2;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-117;3;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-118;4;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-119;5;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-120;6;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-121;7;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-122;8;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-123;9;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-124;10;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-125;11;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-126;12;13;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-127;13;14;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-128;14;15;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-129;15;16;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-130;16;16.99;0;;4.3;27.6;22.4;22.3;6.9;3.1;0;0.8;1;11.4;64;279;;;;;;;;;;;;;ovb
BRG_05_11;PR-007993-130;16.99;17;0;;4.3;27.6;22.4;22.3;6.9;3.1;0;0.8;1;11.4;64;279;;;;;;;;;;;;;tz
BRG_05_11;PR-007993-131;17;18;0;;0.2;26.2;15.6;12.6;2.9;0.7;0;4.3;0.1;37.2;88;175;;;;;;;;;;;;;tz
BRG_05_11;PR-007993-132;18;19;0;;1.4;25.7;21;13.6;3.7;0.8;0.1;2.1;0.2;31.3;82;200;;;;;;;;;;;;;tz
BRG_05_11;PR-007993-133;19;20;0;;0.7;10;26.3;16.7;4.1;1.1;0.1;4.7;0.1;36.1;84;198;;;;;;;;;;;;;tz
BRG_05_11;PR-007993-134;20;21;0;;0.1;12.2;26.9;19.2;4;0.7;0.2;8;0.1;28.6;84;195;;;;;;;;;;;;;tz
BRG_05_11;PR-007993-135;21;22;0;;0;5.2;40;32;8.1;1.7;0;1.9;0.1;11;62;250;;;;;;;;;;;;;tz
BRG_05_11;PR-007993-136;22;23;0;;0.1;10.7;39.2;30.8;7.3;1;0;3.1;0.1;7.7;63;244;;;;;;;;;;;;;tz
BRG_05_11;PR-007993-137;23;24;0;;0;6.7;53.8;30;4.5;0.7;0;0.8;0;3.5;58;244;;;;;;;;;;;;;tz
BRG_05_11;PR-007993-138;24;25;0;;0;7.9;57.9;27.6;1.9;0.2;0;0.7;0;3.6;60;234;;;;;;;;;;;;;tz
BRG_05_11;PR-007993-139;25;26;0;;0.2;16.8;53.4;27;1.7;0.2;0;0;0;0.6;59;234;;;;;;;;;;;;;tz
BRG_05_11;PR-007993-140;26;27;0;;;;;;;;;;;;;;;;;;;;;;;;;;tz
BRG_05_11;PR-007993-141;27;28;0;;0;14.7;57.7;24.3;2.1;0.2;0;0;0;0.9;59;231;;;;;;;;;;;;;tz
BRG_05_11;PR-007993-142;28;29;0;;0;11.4;60.4;25.7;2.1;0.1;0;0;0;0.3;58;235;;;;;;;;;;;;;tz
BRG_05_11;PR-007993-143;29;29.99;0;;0.1;1.4;51.1;39.4;7.1;0.6;0;0;0;0.1;52;266;;;;;;;;;;;;;tz
BRG_05_11;PR-007993-143;29.99;30;0;;0.1;1.4;51.1;39.4;7.1;0.6;0;0;0;0.1;52;266;;;;;;;;;;;;;bc
BRG_05_11;PR-007993-144;30;31;0;;;;;;;;;;;;;;;;;;;;;;;;;;bc
BRG_05_11;PR-007993-145;31;32;0;;;;;;;;;;;;;;;;;;;;;;;;;;bc
BRG_05_11;PR-007993-146;32;32.99;0;;;;;;;;;;;;;;;;;;;;;;;;;;bc
BRG_05_11;PR-007993-146;32.99;33;0;;;;;;;;;;;;;;;;;;;;;;;;;;iz
BRG_05_11;PR-007993-147;33;34;0;;0.1;21.7;58.4;18.9;0.3;0.1;0;0.1;0;0.5;62;220;;;;;;;;;;;;;iz
BRG_05_11;PR-007993-148;34;35;0;;0;15.8;63.9;19.5;0.3;0;0;0;0.1;0.4;61;223;;;;;;;;;;;;;iz
BRG_05_11;PR-007993-149;35;36;0;;0.1;7.7;70.2;21.4;0.3;0;0.1;0;0;0.2;59;230;;;;;;;;;;;;;iz
BRG_05_11;PR-007993-150;36;37;0;;0;16.1;64.5;19.1;0;0;0;0;0;0.2;61;221;;;;;;;;;;;;;iz
BRG_05_11;PR-007993-151;37;38;0;;0;11.3;65.4;22.9;0.2;0;0.1;0;0;0.2;59;228;;;;;;;;;;;;;iz
BRG_05_11;PR-007993-152;38;39;0;;0;3.9;77.6;17.8;0.2;0;0.1;0;0;0.4;59;228;;;;;;;;;;;;;iz
BRG_05_11;PR-007993-153;39;40;0;;0;5.8;75.3;18.3;0.1;0;0;0;0;0.4;59;227;;;;;;;;;;;;;iz
BRG_05_11;PR-007993-154;40;41;0;;0;8.7;58.3;31.7;0.6;0;0;0.1;0;0.4;57;238;;;;;;;;;;;;;iz
BRG_05_11;PR-007993-22;41;41.99;0;;1;7.2;52.6;37.1;1.6;0.2;0;0;0.1;0.2;55;257;;;;;;;;;;;;;iz
BRG_05_11;PR-007993-22;41.99;42;0;;1;7.2;52.6;37.1;1.6;0.2;0;0;0.1;0.2;55;257;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-23;42;43;0;;0;9.5;50.1;38.4;1.6;0;0;0;0;0.2;56;245;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-24;43;44;0;;4.4;5.4;44.3;40.4;4.9;0.3;0;0;0;0.1;51;301;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-25;44;45;0;;0.2;15.9;50.9;28.9;3.4;0.3;0;0.1;0.1;0.2;58;241;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-26;45;46;0;;0;3.2;61.5;30.2;4.3;0.5;0;0;0;0.2;55;250;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-27;46;47;0;;0;5;40.8;47.6;6;0.3;0;0;0;0.1;52;267;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-28;47;48;0;;0;2.4;27.9;57.1;11.3;1.1;0;0;0;0.1;49;291;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-29;48;49;0;;0;0.5;40.9;51.7;6.2;0.4;0;0.1;0;0.1;51;274;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-30;49;50;0;;0.2;3.2;39.5;48.7;8.1;0.2;0;0;0;0.1;51;275;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-31;50;51;0;;0;5.1;42.7;45.3;6.5;0.3;0;0;0;0;52;266;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-32;51;52;0;;0;0.6;34.7;54.7;9.3;0.3;0;0.1;0.1;0.1;50;284;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-33;52;53;0;;0;2.2;34.3;55.9;7.3;0.2;0;0;0;0.1;50;279;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-34;53;54;0;;6.1;6.4;38.6;43.2;4.3;0.4;0.3;0.1;0.2;0.3;51;320;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-35;54;55;0;;1.4;5.7;37.3;50.6;4.5;0.2;0.1;0;0;0.2;52;279;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-36;55;56;0;;0.1;14.3;45.1;35.2;3.8;0.2;0.1;0.1;0;1.2;58;245;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-37;56;57;0;;1.2;4.3;48.2;38;7.3;0.4;0;0;0;0.4;53;274;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-38;57;58;0;;0.5;19.6;36.7;31.5;9.9;0.2;0;0;0;1.5;57;255;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-39;58;59;0;;0.3;10.6;40.5;30.2;16.5;0.5;0;0.1;0.1;1.1;54;274;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-40;59;60;0;;3.6;17.1;33.6;29.3;13.5;1.1;0.2;0.1;0.5;1;54;300;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-41;60;61;0;;0.6;17.8;53.8;16.4;5.3;0.5;0;0.1;0.1;5.2;62;232;;;;;;;;;;;;;gz
BRG_05_11;PR-007993-42;61;62;0;;0.3;26.1;41;27.4;2.6;0.2;0.1;0.1;0.1;2.2;62;230;;;;;;;;;;;;;gz
BRG_05_12;;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_12;PR-007976-51;2;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_12;PR-007976-52;3;4;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_12;PR-007976-53;4;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_12;PR-007976-54;5;6;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_12;PR-007976-55;6;6.34;0;;;;;;;;;;;;;;;;;;;;;;;;;;ovb
BRG_05_12;PR-007976-55;6.34;7;0;;;;;;;;;;;;;;;;;;;;;;;;;;tz
BRG_05_12;PR-007976-56;7;8;0;;0.2;13.5;44.3;32.9;6.6;1.3;0;0.2;0.1;0.8;56;256;;;;;;;;;;;;;tz
BRG_05_12;PR-007976-57;8;9;0;;0.2;3.7;55.2;34.9;4.5;0.8;0;0;0.1;0.5;54;258;;;;;;;;;;;;;tz
BRG_05_12;PR-007976-58;9;10;0;;0.1;11.3;54.5;31.2;1.7;0.1;0;0;0;1;58;239;;;;;;;;;;;;;tz
BRG_05_12;PR-007976-59;10;11;0;;0;17.1;55.2;25.3;1.3;0.2;0;0;0;0.8;60;229;;;;;;;;;;;;;tz
BRG_05_12;PR-007976-60;11;12;0;;0;4.1;66.7;26.8;1.5;0.5;0;0;0.1;0.2;56;241;;;;;;;;;;;;;tz
BRG_05_12;PR-007976-61;12;13;0;;0;12.6;66.4;18.7;1.5;0.2;0;0;0;0.5;60;227;;;;;;;;;;;;;tz
BRG_05_12;PR-007976-62;13;13.43;0;;0;8.3;37.6;45.1;8.1;0.7;0;0;0;0.1;53;269;;;;;;;;;;;;;tz
BRG_05_12;PR-007976-62;13.43;14;0;;0;8.3;37.6;45.1;8.1;0.7;0;0;0;0.1;53;269;;;;;;;;;;;;;bc
BRG_05_12;PR-007976-63;14;14.35;0;;0.8;17.6;55.6;22.1;3;0.4;0;0;0.1;0.4;59;239;;;;;;;;;;;;;bc
BRG_05_12;PR-007976-63;14.35;15;0;;0.8;17.6;55.6;22.1;3;0.4;0;0;0.1;0.4;59;239;;;;;;;;;;;;;iz
BRG_05_12;PR-007976-64;15;16;0;;0.1;23;62.3;13.3;0.9;0.1;0;0;0;0.2;63;215;;;;;;;;;;;;;iz
BRG_05_12;PR-007976-65;16;17;0;;0;7;81.6;10.8;0.3;0;0;0;0;0.3;60;220;;;;;;;;;;;;;iz
BRG_05_12;PR-007976-66;17;18;0;;0;16.6;71.8;11.2;0;0;0;0;0;0.3;62;214;;;;;;;;;;;;;iz
BRG_05_12;PR-007976-67;18;19;0;;0.1;26.8;62.5;10.3;0.1;0;0;0;0;0.2;64;208;;;;;;;;;;;;;iz
BRG_05_12;PR-007976-68;19;20;0;;0;4.2;82.5;13.1;0.1;0;0;0;0;0.1;59;224;;;;;;;;;;;;;iz
BRG_05_12;PR-007976-69;20;21;0;;0;18.3;71.4;10;0.1;0;0;0;0;0.2;62;212;;;;;;;;;;;;;iz
BRG_05_12;PR-007976-70;21;22;0;;0;16.2;73.1;10.5;0;0;0;0;0;0.2;62;214;;;;;;;;;;;;;iz
BRG_05_12;PR-007976-71;22;23;0;;0;7.5;82.8;9.4;0;0;0;0;0;0.2;60;218;;;;;;;;;;;;;iz
BRG_05_12;PR-007976-72;23;24;0;;0;29.2;58.5;11.5;0.4;0;0;0;0;0.3;64;207;;;;;;;;;;;;;iz
BRG_05_12;PR-007976-73;24;25;0;;0;3.7;73.8;21.9;0.3;0;0;0;0;0.1;57;232;;;;;;;;;;;;;iz
BRG_05_12;PR-007976-74;25;26;0;;0;11.8;65.3;22.4;0.4;0;0;0;0;0.1;59;228;;;;;;;;;;;;;iz
BRG_05_12;PR-007976-75;26;26.58;0;;0;13;57.6;27.8;1.4;0.1;0;0;0;0;58;234;;;;;;;;;;;;;iz
BRG_05_12;PR-007976-75;26.58;27;0;;0;13;57.6;27.8;1.4;0.1;0;0;0;0;58;234;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-76;27;28;0;;0;3.8;69.2;25.5;1.4;0.1;0;0;0;0.1;57;238;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-77;28;29;0;;0;10.7;63.6;24.2;1.3;0;0;0;0;0.1;58;232;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-78;29;30;0;;0.1;17.3;58.8;21.9;1.5;0.1;0;0;0;0.1;60;227;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-79;30;31;0;;0;4.3;74.5;19.8;1.1;0.1;0;0;0;0.2;58;232;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-80;31;32;0;;0.1;12.7;61.2;24;1.6;0.1;0;0;0;0.2;59;232;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-81;32;33;0;;0.1;2.4;57.8;36.5;2.8;0.2;0;0;0;0.2;54;253;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-82;33;34;0;;0;4.3;40.8;50.9;3.7;0.1;0;0;0;0.2;52;265;;;;;;;;;;;;;gz
BRG_05_12;PR-007976-83;34;35;0;;0;5.4;37.6;52.4;4.3;0.1;0;0;0;0.1;52;267;;;;;;;;;;;;;gz
